title,summary,published,year,month,category
"Total Nitrogen Estimation in Agricultural Soils via Aerial Multispectral
  Imaging and LIBS","Measuring soil health indicators is an important and challenging task that
affects farmers' decisions on timing, placement, and quantity of fertilizers
applied in the farms. Most existing methods to measure soil health indicators
(SHIs) are in-lab wet chemistry or spectroscopy-based methods, which require
significant human input and effort, time-consuming, costly, and are
low-throughput in nature. To address this challenge, we develop an artificial
intelligence (AI)-driven near real-time unmanned aerial vehicle (UAV)-based
multispectral sensing (UMS) solution to estimate total nitrogen (TN) of the
soil, an important macro-nutrient or SHI that directly affects the crop health.
Accurate prediction of soil TN can significantly increase crop yield through
informed decision making on the timing of seed planting, and fertilizer
quantity and timing. We train two machine learning models including multi-layer
perceptron and support vector machine to predict the soil nitrogen using a
suite of data classes including multispectral characteristics of the soil and
crops in red, near-infrared, and green spectral bands, computed vegetation
indices, and environmental variables including air temperature and relative
humidity. To generate the ground-truth data or the training data for the
machine learning models, we measure the total nitrogen of the soil samples
(collected from a farm) using laser-induced breakdown spectroscopy (LIBS).",2021-07-06,2021,2021-07,chemistry
"A Point Cloud-Based Deep Learning Strategy for Protein-Ligand Binding
  Affinity Prediction","There is great interest to develop artificial intelligence-based
protein-ligand affinity models due to their immense applications in drug
discovery. In this paper, PointNet and PointTransformer, two pointwise
multi-layer perceptrons have been applied for protein-ligand affinity
prediction for the first time. Three-dimensional point clouds could be rapidly
generated from the data sets in PDBbind-2016, which contain 3 772 and 11 327
individual point clouds derived from the refined or/and general sets,
respectively. These point clouds were used to train PointNet or
PointTransformer, resulting in protein-ligand affinity prediction models with
Pearson correlation coefficients R = 0.831 or 0.859 from the larger point
clouds respectively, based on the CASF-2016 benchmark test. The analysis of the
parameters suggests that the two deep learning models were capable to learn
many interactions between proteins and their ligands, and these key atoms for
the interaction could be visualized in point clouds. The protein-ligand
interaction features learned by PointTransformer could be further adapted for
the XGBoost-based machine learning algorithm, resulting in prediction models
with an average Rp of 0.831, which is on par with the state-of-the-art machine
learning models based on PDBbind database. These results suggest that point
clouds derived from the PDBbind datasets are useful to evaluate the performance
of 3D point clouds-centered deep learning algorithms, which could learn
critical protein-ligand interactions from natural evolution or medicinal
chemistry and have wide applications in studying protein-ligand interactions.",2021-07-09,2021,2021-07,chemistry
"From data to noise to data: mixing physics across temperatures with
  generative artificial intelligence","Using simulations or experiments performed at some set of temperatures to
learn about the physics or chemistry at some other arbitrary temperature is a
problem of immense practical and theoretical relevance. Here we develop a
framework based on statistical mechanics and generative Artificial Intelligence
that allows solving this problem. Specifically, we work with denoising
diffusion probabilistic models, and show how these models in combination with
replica exchange molecular dynamics achieve superior sampling of the
biomolecular energy landscape at temperatures that were never even simulated
without assuming any particular slow degrees of freedom. The key idea is to
treat the temperature as a fluctuating random variable and not a control
parameter as is usually done. This allows us to directly sample from the joint
probability distribution in configuration and temperature space. The results
here are demonstrated for a chirally symmetric peptide and single-strand
ribonucleic acid undergoing conformational transitions in all-atom water. We
demonstrate how we can discover transition states and metastable states that
were previously unseen at the temperature of interest, and even bypass the need
to perform further simulations for wide range of temperatures. At the same
time, any unphysical states are easily identifiable through very low Boltzmann
weights. The procedure while shown here for a class of molecular simulations
should be more generally applicable to mixing information across simulations
and experiments with varying control parameters.",2021-07-15,2021,2021-07,chemistry
"Learning Attributed Graph Representations with Communicative Message
  Passing Transformer","Constructing appropriate representations of molecules lies at the core of
numerous tasks such as material science, chemistry and drug designs. Recent
researches abstract molecules as attributed graphs and employ graph neural
networks (GNN) for molecular representation learning, which have made
remarkable achievements in molecular graph modeling. Albeit powerful, current
models either are based on local aggregation operations and thus miss
higher-order graph properties or focus on only node information without fully
using the edge information. For this sake, we propose a Communicative Message
Passing Transformer (CoMPT) neural network to improve the molecular graph
representation by reinforcing message interactions between nodes and edges
based on the Transformer architecture. Unlike the previous transformer-style
GNNs that treat molecules as fully connected graphs, we introduce a message
diffusion mechanism to leverage the graph connectivity inductive bias and
reduce the message enrichment explosion. Extensive experiments demonstrated
that the proposed model obtained superior performances (around 4$\%$ on
average) against state-of-the-art baselines on seven chemical property datasets
(graph-level tasks) and two chemical shift datasets (node-level tasks). Further
visualization studies also indicated a better representation capacity achieved
by our model.",2021-07-19,2021,2021-07,chemistry
"Multiple Query Optimization using a Hybrid Approach of Classical and
  Quantum Computing","Quantum computing promises to solve difficult optimization problems in
chemistry, physics and mathematics more efficiently than classical computers,
but requires fault-tolerant quantum computers with millions of qubits. To
overcome errors introduced by today's quantum computers, hybrid algorithms
combining classical and quantum computers are used. In this paper we tackle the
multiple query optimization problem (MQO) which is an important NP-hard problem
in the area of data-intensive problems. We propose a novel hybrid
classical-quantum algorithm to solve the MQO on a gate-based quantum computer.
We perform a detailed experimental evaluation of our algorithm and compare its
performance against a competing approach that employs a quantum annealer --
another type of quantum computer. Our experimental results demonstrate that our
algorithm currently can only handle small problem sizes due to the limited
number of qubits available on a gate-based quantum computer compared to a
quantum computer based on quantum annealing. However, our algorithm shows a
qubit efficiency of close to 99% which is almost a factor of 2 higher compared
to the state of the art implementation. Finally, we analyze how our algorithm
scales with larger problem sizes and conclude that our approach shows promising
results for near-term quantum computers.",2021-07-22,2021,2021-07,chemistry
Geometric Deep Learning on Molecular Representations,"Geometric deep learning (GDL), which is based on neural network architectures
that incorporate and process symmetry information, has emerged as a recent
paradigm in artificial intelligence. GDL bears particular promise in molecular
modeling applications, in which various molecular representations with
different symmetry properties and levels of abstraction exist. This review
provides a structured and harmonized overview of molecular GDL, highlighting
its applications in drug discovery, chemical synthesis prediction, and quantum
chemistry. Emphasis is placed on the relevance of the learned molecular
features and their complementarity to well-established molecular descriptors.
This review provides an overview of current challenges and opportunities, and
presents a forecast of the future of GDL for molecular sciences.",2021-07-26,2021,2021-07,chemistry
"Natural Language Processing Models That Automate Programming Will
  Transform Chemistry Research and Teaching","Natural language processing models have emerged that can generate usable
software and automate a number of programming tasks with high fidelity. These
tools have yet to have an impact on the chemistry community. Yet, our initial
testing demonstrates that this form of Artificial Intelligence is poised to
transform chemistry and chemical engineering research. Here, we review
developments that brought us to this point, examine applications in chemistry,
and give our perspective on how this may fundamentally alter research and
teaching.",2021-08-30,2021,2021-08,chemistry
"IGNNITION: Bridging the Gap Between Graph Neural Networks and Networking
  Systems","Recent years have seen the vast potential of Graph Neural Networks (GNN) in
many fields where data is structured as graphs (e.g., chemistry, recommender
systems). In particular, GNNs are becoming increasingly popular in the field of
networking, as graphs are intrinsically present at many levels (e.g., topology,
routing). The main novelty of GNNs is their ability to generalize to other
networks unseen during training, which is an essential feature for developing
practical Machine Learning (ML) solutions for networking. However, implementing
a functional GNN prototype is currently a cumbersome task that requires strong
skills in neural network programming. This poses an important barrier to
network engineers that often do not have the necessary ML expertise. In this
article, we present IGNNITION, a novel open-source framework that enables fast
prototyping of GNNs for networking systems. IGNNITION is based on an intuitive
high-level abstraction that hides the complexity behind GNNs, while still
offering great flexibility to build custom GNN architectures. To showcase the
versatility and performance of this framework, we implement two
state-of-the-art GNN models applied to different networking use cases. Our
results show that the GNN models produced by IGNNITION are equivalent in terms
of accuracy and performance to their native implementations in TensorFlow.",2021-09-14,2021,2021-09,chemistry
"Automated and Explainable Ontology Extension Based on Deep Learning: A
  Case Study in the Chemical Domain","Reference ontologies provide a shared vocabulary and knowledge resource for
their domain. Manual construction enables them to maintain a high quality,
allowing them to be widely accepted across their community. However, the manual
development process does not scale for large domains. We present a new
methodology for automatic ontology extension and apply it to the ChEBI
ontology, a prominent reference ontology for life sciences chemistry. We
trained a Transformer-based deep learning model on the leaf node structures
from the ChEBI ontology and the classes to which they belong. The model is then
capable of automatically classifying previously unseen chemical structures. The
proposed model achieved an overall F1 score of 0.80, an improvement of 6
percentage points over our previous results on the same dataset. Additionally,
we demonstrate how visualizing the model's attention weights can help to
explain the results by providing insight into how the model made its decisions.",2021-09-19,2021,2021-09,chemistry
Loop-Free Tensor Networks for High-Energy Physics,"This brief review introduces the reader to tensor network methods, a powerful
theoretical and numerical paradigm spawning from condensed matter physics and
quantum information science and increasingly exploited in different fields of
research, from artificial intelligence to quantum chemistry. Here, we
specialise our presentation on the application of loop-free tensor network
methods to the study of High-Energy Physics (HEP) problems and, in particular,
to the study of lattice gauge theories where tensor networks can be applied in
regimes where Monte Carlo methods are hindered by the sign problem.",2021-09-24,2021,2021-09,chemistry
Natural Computational Architectures for Cognitive Info-Communication,"Recent comprehensive overview of 40 years of research in cognitive
architectures, (Kotseruba and Tsotsos 2020), evaluates modelling of the core
cognitive abilities in humans, but only marginally addresses biologically
plausible approaches based on natural computation. This mini review presents a
set of perspectives and approaches which have shaped the development of
biologically inspired computational models in the recent past that can lead to
the development of biologically more realistic cognitive architectures. For
describing continuum of natural cognitive architectures, from basal cellular to
human-level cognition, we use evolutionary info-computational framework, where
natural/ physical/ morphological computation leads to evolution of increasingly
complex cognitive systems. Forty years ago, when the first cognitive
architectures have been proposed, understanding of cognition, embodiment and
evolution was different. So was the state of the art of information physics,
bioinformatics, information chemistry, computational neuroscience, complexity
theory, self-organization, theory of evolution, information and computation.
Novel developments support a constructive interdisciplinary framework for
cognitive architectures in the context of computing nature, where interactions
between constituents at different levels of organization lead to
complexification of agency and increased cognitive capacities. We identify
several important research questions for further investigation that can
increase understanding of cognition in nature and inspire new developments of
cognitive technologies. Recently, basal cell cognition attracted a lot of
interest for its possible applications in medicine, new computing technologies,
as well as micro- and nanorobotics.",2021-10-01,2021,2021-10,chemistry
"A Deep Dive into Machine Learning Density Functional Theory for
  Materials Science and Chemistry","With the growth of computational resources, the scope of electronic structure
simulations has increased greatly. Artificial intelligence and robust data
analysis hold the promise to accelerate large-scale simulations and their
analysis to hitherto unattainable scales. Machine learning is a rapidly growing
field for the processing of such complex datasets. It has recently gained
traction in the domain of electronic structure simulations, where density
functional theory takes the prominent role of the most widely used electronic
structure method. Thus, DFT calculations represent one of the largest loads on
academic high-performance computing systems across the world. Accelerating
these with machine learning can reduce the resources required and enables
simulations of larger systems. Hence, the combination of density functional
theory and machine learning has the potential to rapidly advance electronic
structure applications such as in-silico materials discovery and the search for
new chemical reaction pathways. We provide the theoretical background of both
density functional theory and machine learning on a generally accessible level.
This serves as the basis of our comprehensive review including research
articles up to December 2020 in chemistry and materials science that employ
machine-learning techniques. In our analysis, we categorize the body of
research into main threads and extract impactful results. We conclude our
review with an outlook on exciting research directions in terms of a citation
analysis.",2021-10-03,2021,2021-10,chemistry
"Geometric and Physical Quantities Improve E(3) Equivariant Message
  Passing","Including covariant information, such as position, force, velocity or spin is
important in many tasks in computational physics and chemistry. We introduce
Steerable E(3) Equivariant Graph Neural Networks (SEGNNs) that generalise
equivariant graph networks, such that node and edge attributes are not
restricted to invariant scalars, but can contain covariant information, such as
vectors or tensors. This model, composed of steerable MLPs, is able to
incorporate geometric and physical information in both the message and update
functions. Through the definition of steerable node attributes, the MLPs
provide a new class of activation functions for general use with steerable
feature fields. We discuss ours and related work through the lens of
equivariant non-linear convolutions, which further allows us to pin-point the
successful components of SEGNNs: non-linear message aggregation improves upon
classic linear (steerable) point convolutions; steerable messages improve upon
recent equivariant graph networks that send invariant messages. We demonstrate
the effectiveness of our method on several tasks in computational physics and
chemistry and provide extensive ablation studies.",2021-10-06,2021,2021-10,chemistry
"The AI Triplet: Computational, Conceptual, and Mathematical Knowledge in
  AI Education","Efforts to enhance education and broaden participation in AI will benefit
from a systematic understanding of the competencies underlying AI expertise. In
this paper, we observe that AI expertise requires integrating computational,
conceptual, and mathematical knowledge and representations. We call this the
``AI triplet,'' similar in spirit to the ``chemistry triplet'' that has heavily
influenced the past four decades of chemistry education research. We describe a
theoretical foundation for this triplet and show how it maps onto two sample AI
topics: tree search and gradient descent. Finally, just as the chemistry
triplet has impacted chemistry education in concrete ways, we suggest two
initial hypotheses for how the AI triplet might impact AI education: 1) how we
can help AI students gain proficiency in moving between the corners of the
triplet; and 2) how all corners of the AI triplet highlight the need for
supporting students' spatial cognitive skills.",2021-10-14,2021,2021-10,chemistry
Geometric Transformer for End-to-End Molecule Properties Prediction,"Transformers have become methods of choice in many applications thanks to
their ability to represent complex interactions between elements. However,
extending the Transformer architecture to non-sequential data such as molecules
and enabling its training on small datasets remains a challenge. In this work,
we introduce a Transformer-based architecture for molecule property prediction,
which is able to capture the geometry of the molecule. We modify the classical
positional encoder by an initial encoding of the molecule geometry, as well as
a learned gated self-attention mechanism. We further suggest an augmentation
scheme for molecular data capable of avoiding the overfitting induced by the
overparameterized architecture. The proposed framework outperforms the
state-of-the-art methods while being based on pure machine learning solely,
i.e. the method does not incorporate domain knowledge from quantum chemistry
and does not use extended geometric inputs besides the pairwise atomic
distances.",2021-10-26,2021,2021-10,chemistry
"Scientific Discovery and the Cost of Measurement -- Balancing
  Information and Cost in Reinforcement Learning","The use of reinforcement learning (RL) in scientific applications, such as
materials design and automated chemistry, is increasing. A major challenge,
however, lies in fact that measuring the state of the system is often costly
and time consuming in scientific applications, whereas policy learning with RL
requires a measurement after each time step. In this work, we make the
measurement costs explicit in the form of a costed reward and propose a
framework that enables off-the-shelf deep RL algorithms to learn a policy for
both selecting actions and determining whether or not to measure the current
state of the system at each time step. In this way, the agents learn to balance
the need for information with the cost of information. Our results show that
when trained under this regime, the Dueling DQN and PPO agents can learn
optimal action policies whilst making up to 50\% fewer state measurements, and
recurrent neural networks can produce a greater than 50\% reduction in
measurements. We postulate the these reduction can help to lower the barrier to
applying RL to real-world scientific applications.",2021-12-14,2021,2021-12,chemistry
"Beyond Low Earth Orbit: Biomonitoring, Artificial Intelligence, and
  Precision Space Health","Human space exploration beyond low Earth orbit will involve missions of
significant distance and duration. To effectively mitigate myriad space health
hazards, paradigm shifts in data and space health systems are necessary to
enable Earth-independence, rather than Earth-reliance. Promising developments
in the fields of artificial intelligence and machine learning for biology and
health can address these needs. We propose an appropriately autonomous and
intelligent Precision Space Health system that will monitor, aggregate, and
assess biomedical statuses; analyze and predict personalized adverse health
outcomes; adapt and respond to newly accumulated data; and provide preventive,
actionable, and timely insights to individual deep space crew members and
iterative decision support to their crew medical officer. Here we present a
summary of recommendations from a workshop organized by the National
Aeronautics and Space Administration, on future applications of artificial
intelligence in space biology and health. In the next decade, biomonitoring
technology, biomarker science, spacecraft hardware, intelligent software, and
streamlined data management must mature and be woven together into a Precision
Space Health system to enable humanity to thrive in deep space.",2021-12-22,2021,2021-12,chemistry
"Beyond Low Earth Orbit: Biological Research, Artificial Intelligence,
  and Self-Driving Labs","Space biology research aims to understand fundamental effects of spaceflight
on organisms, develop foundational knowledge to support deep space exploration,
and ultimately bioengineer spacecraft and habitats to stabilize the ecosystem
of plants, crops, microbes, animals, and humans for sustained multi-planetary
life. To advance these aims, the field leverages experiments, platforms, data,
and model organisms from both spaceborne and ground-analog studies. As research
is extended beyond low Earth orbit, experiments and platforms must be maximally
autonomous, light, agile, and intelligent to expedite knowledge discovery. Here
we present a summary of recommendations from a workshop organized by the
National Aeronautics and Space Administration on artificial intelligence,
machine learning, and modeling applications which offer key solutions toward
these space biology challenges. In the next decade, the synthesis of artificial
intelligence into the field of space biology will deepen the biological
understanding of spaceflight effects, facilitate predictive modeling and
analytics, support maximally autonomous and reproducible experiments, and
efficiently manage spaceborne data and metadata, all with the goal to enable
life to thrive in deep space.",2021-12-22,2021,2021-12,chemistry
"AlphaFold Accelerates Artificial Intelligence Powered Drug Discovery:
  Efficient Discovery of a Novel Cyclin-dependent Kinase 20 (CDK20) Small
  Molecule Inhibitor","The AlphaFold computer program predicted protein structures for the whole
human genome, which has been considered as a remarkable breakthrough both in
artificial intelligence (AI) application and structural biology. Despite the
varying confidence level, these predicted structures still could significantly
contribute to structure-based drug design of novel targets, especially the ones
with no or limited structural information. In this work, we successfully
applied AlphaFold in our end-to-end AI-powered drug discovery engines
constituted of a biocomputational platform PandaOmics and a generative
chemistry platform Chemistry42, to identify a first-in-class hit molecule of a
novel target without an experimental structure starting from target selection
towards hit identification in a cost- and time-efficient manner. PandaOmics
provided the targets of interest and Chemistry42 generated the molecules based
on the AlphaFold predicted structure, and the selected molecules were
synthesized and tested in biological assays. Through this approach, we
identified a small molecule hit compound for CDK20 with a Kd value of 8.9 +/-
1.6 uM (n = 4) within 30 days from target selection and after only synthesizing
7 compounds. Based on the available data, the second round of AI-powered
compound generation was conducted and through which, a more potent hit
molecule, ISM042-2 048, was discovered with a Kd value of 210.0 +/- 42.4 nM (n
= 2), within 30 days and after synthesizing 6 compounds from the discovery of
the first hit ISM042-2-001. To the best of our knowledge, this is the first
reported small molecule targeting CDK20 and more importantly, this work is the
first demonstration of AlphaFold application in the hit identification process
in early drug discovery.",2022-01-21,2022,2022-01,chemistry
"DrugOOD: Out-of-Distribution (OOD) Dataset Curator and Benchmark for
  AI-aided Drug Discovery -- A Focus on Affinity Prediction Problems with Noise
  Annotations","AI-aided drug discovery (AIDD) is gaining increasing popularity due to its
promise of making the search for new pharmaceuticals quicker, cheaper and more
efficient. In spite of its extensive use in many fields, such as ADMET
prediction, virtual screening, protein folding and generative chemistry, little
has been explored in terms of the out-of-distribution (OOD) learning problem
with \emph{noise}, which is inevitable in real world AIDD applications.
  In this work, we present DrugOOD, a systematic OOD dataset curator and
benchmark for AI-aided drug discovery, which comes with an open-source Python
package that fully automates the data curation and OOD benchmarking processes.
We focus on one of the most crucial problems in AIDD: drug target binding
affinity prediction, which involves both macromolecule (protein target) and
small-molecule (drug compound). In contrast to only providing fixed datasets,
DrugOOD offers automated dataset curator with user-friendly customization
scripts, rich domain annotations aligned with biochemistry knowledge, realistic
noise annotations and rigorous benchmarking of state-of-the-art OOD algorithms.
Since the molecular data is often modeled as irregular graphs using graph
neural network (GNN) backbones, DrugOOD also serves as a valuable testbed for
\emph{graph OOD learning} problems. Extensive empirical studies have shown a
significant performance gap between in-distribution and out-of-distribution
experiments, which highlights the need to develop better schemes that can allow
for OOD generalization under noise for AIDD.",2022-01-24,2022,2022-01,chemistry
"Semi-Supervised GCN for learning Molecular Structure-Activity
  Relationships","Since the introduction of artificial intelligence in medicinal chemistry, the
necessity has emerged to analyse how molecular property variation is modulated
by either single atoms or chemical groups. In this paper, we propose to train
graph-to-graph neural network using semi-supervised learning for attributing
structure-property relationships. As initial case studies we apply the method
to solubility and molecular acidity while checking its consistency in
comparison with known experimental chemical data. As final goal, our approach
could represent a valuable tool to deal with problems such as activity cliffs,
lead optimization and de-novo drug design.",2022-01-25,2022,2022-01,chemistry
"MolNet: A Chemically Intuitive Graph Neural Network for Prediction of
  Molecular Properties","The graph neural network (GNN) has been a powerful deep-learning tool in
chemistry domain, due to its close connection with molecular graphs. Most GNN
models collect and update atom and molecule features from the fed atom (and, in
some cases, bond) features, which are basically based on the two-dimensional
(2D) graph representation of 3D molecules. Correspondingly, the adjacency
matrix, containing the information on covalent bonds, or equivalent data
structures (e.g., lists) have been the main core in the feature-updating
processes, such as graph convolution. However, the 2D-based models do not
faithfully represent 3D molecules and their physicochemical properties,
exemplified by the overlooked field effect that is a ""through-space"" effect,
not a ""through-bond"" effect. The GNN model proposed herein, denoted as MolNet,
is chemically intuitive, accommodating the 3D non-bond information in a
molecule, with a noncovalent adjacency matrix $\bf{\bar A}$, and also
bond-strength information from a weighted bond matrix $\bf{B}$. The noncovalent
atoms, not directly bonded to a given atom in a molecule, are identified within
5 $\unicode{x212B}$ of cut-off range for the construction of $\bf{\bar A}$, and
$\bf{B}$ has edge weights of 1, 1.5, 2, and 3 for single, aromatic, double, and
triple bonds, respectively. Comparative studies show that MolNet outperforms
various baseline GNN models and gives a state-of-the-art performance in the
classification task of BACE dataset and regression task of ESOL dataset. This
work suggests a future direction of deep-learning chemistry in the construction
of deep-learning models that are chemically intuitive and comparable with the
existing chemistry concepts and tools.",2022-02-01,2022,2022-02,chemistry
Target-aware Molecular Graph Generation,"Generating molecules with desired biological activities has attracted growing
attention in drug discovery. Previous molecular generation models are designed
as chemocentric methods that hardly consider the drug-target interaction,
limiting their practical applications. In this paper, we aim to generate
molecular drugs in a target-aware manner that bridges biological activity and
molecular design. To solve this problem, we compile a benchmark dataset from
several publicly available datasets and build baselines in a unified framework.
Building on the recent advantages of flow-based molecular generation models, we
propose SiamFlow, which forces the flow to fit the distribution of target
sequence embeddings in latent space. Specifically, we employ an alignment loss
and a uniform loss to bring target sequence embeddings and drug graph
embeddings into agreements while avoiding collapse. Furthermore, we formulate
the alignment into a one-to-many problem by learning spaces of target sequence
embeddings. Experiments quantitatively show that our proposed method learns
meaningful representations in the latent space toward the target-aware
molecular graph generation and provides an alternative approach to bridge
biology and chemistry in drug discovery.",2022-02-10,2022,2022-02,chemistry
ChemicalX: A Deep Learning Library for Drug Pair Scoring,"In this paper, we introduce ChemicalX, a PyTorch-based deep learning library
designed for providing a range of state of the art models to solve the drug
pair scoring task. The primary objective of the library is to make deep drug
pair scoring models accessible to machine learning researchers and
practitioners in a streamlined framework.The design of ChemicalX reuses
existing high level model training utilities, geometric deep learning, and deep
chemistry layers from the PyTorch ecosystem. Our system provides neural network
layers, custom pair scoring architectures, data loaders, and batch iterators
for end users. We showcase these features with example code snippets and case
studies to highlight the characteristics of ChemicalX. A range of experiments
on real world drug-drug interaction, polypharmacy side effect, and combination
synergy prediction tasks demonstrate that the models available in ChemicalX are
effective at solving the pair scoring task. Finally, we show that ChemicalX
could be used to train and score machine learning models on large drug pair
datasets with hundreds of thousands of compounds on commodity hardware.",2022-02-10,2022,2022-02,chemistry
"Improving Molecular Representation Learning with Metric
  Learning-enhanced Optimal Transport","Training data are usually limited or heterogeneous in many chemical and
biological applications. Existing machine learning models for chemistry and
materials science fail to consider generalizing beyond training domains. In
this article, we develop a novel optimal transport-based algorithm termed MROT
to enhance their generalization capability for molecular regression problems.
MROT learns a continuous label of the data by measuring a new metric of domain
distances and a posterior variance regularization over the transport plan to
bridge the chemical domain gap. Among downstream tasks, we consider basic
chemical regression tasks in unsupervised and semi-supervised settings,
including chemical property prediction and materials adsorption selection.
Extensive experiments show that MROT significantly outperforms state-of-the-art
models, showing promising potential in accelerating the discovery of new
substances with desired properties.",2022-02-13,2022,2022-02,chemistry
"Fast and Accurate Linear Fitting for Incompletely Sampled Gaussian
  Function With a Long Tail","Fitting experiment data onto a curve is a common signal processing technique
to extract data features and establish the relationship between variables.
Often, we expect the curve to comply with some analytical function and then
turn data fitting into estimating the unknown parameters of a function. Among
analytical functions for data fitting, Gaussian function is the most widely
used one due to its extensive applications in numerous science and engineering
fields. To name just a few, Gaussian function is highly popular in statistical
signal processing and analysis, thanks to the central limit theorem [1];
Gaussian function frequently appears in the quantum harmonic oscillator,
quantum field theory, optics, lasers, and many other theories and models in
Physics [2]; moreover, Gaussian function is widely applied in chemistry for
depicting molecular orbitals, in computer science for imaging processing and in
artificial intelligence for defining neural networks.",2022-03-15,2022,2022-03,chemistry
SELFIES and the future of molecular string representations,"Artificial intelligence (AI) and machine learning (ML) are expanding in
popularity for broad applications to challenging tasks in chemistry and
materials science. Examples include the prediction of properties, the discovery
of new reaction pathways, or the design of new molecules. The machine needs to
read and write fluently in a chemical language for each of these tasks. Strings
are a common tool to represent molecular graphs, and the most popular molecular
string representation, SMILES, has powered cheminformatics since the late
1980s. However, in the context of AI and ML in chemistry, SMILES has several
shortcomings -- most pertinently, most combinations of symbols lead to invalid
results with no valid chemical interpretation. To overcome this issue, a new
language for molecules was introduced in 2020 that guarantees 100\% robustness:
SELFIES (SELF-referencIng Embedded Strings). SELFIES has since simplified and
enabled numerous new applications in chemistry. In this manuscript, we look to
the future and discuss molecular string representations, along with their
respective opportunities and challenges. We propose 16 concrete Future Projects
for robust molecular representations. These involve the extension toward new
chemical domains, exciting questions at the interface of AI and robust
languages and interpretability for both humans and machines. We hope that these
proposals will inspire several follow-up works exploiting the full potential of
molecular string representations for the future of AI in chemistry and
materials science.",2022-03-31,2022,2022-03,chemistry
Translation between Molecules and Natural Language,"We present $\textbf{MolT5}$ $-$ a self-supervised learning framework for
pretraining models on a vast amount of unlabeled natural language text and
molecule strings. $\textbf{MolT5}$ allows for new, useful, and challenging
analogs of traditional vision-language tasks, such as molecule captioning and
text-based de novo molecule generation (altogether: translation between
molecules and language), which we explore for the first time. Since
$\textbf{MolT5}$ pretrains models on single-modal data, it helps overcome the
chemistry domain shortcoming of data scarcity. Furthermore, we consider several
metrics, including a new cross-modal embedding-based metric, to evaluate the
tasks of molecule captioning and text-based molecule generation. Our results
show that $\textbf{MolT5}$-based models are able to generate outputs, both
molecules and captions, which in many cases are high quality.",2022-04-25,2022,2022-04,chemistry
"Crystal Transformer: Self-learning neural language model for Generative
  and Tinkering Design of Materials","Self-supervised neural language models have recently achieved unprecedented
success, from natural language processing to learning the languages of
biological sequences and organic molecules. These models have demonstrated
superior performance in the generation, structure classification, and
functional predictions for proteins and molecules with learned representations.
However, most of the masking-based pre-trained language models are not designed
for generative design, and their black-box nature makes it difficult to
interpret their design logic. Here we propose BLMM Crystal Transformer, a
neural network based probabilistic generative model for generative and
tinkering design of inorganic materials. Our model is built on the blank
filling language model for text generation and has demonstrated unique
advantages in learning the ""materials grammars"" together with high-quality
generation, interpretability, and data efficiency. It can generate chemically
valid materials compositions with as high as 89.7\% charge neutrality and
84.8\% balanced electronegativity, which are more than 4 and 8 times higher
compared to a pseudo random sampling baseline. The probabilistic generation
process of BLMM allows it to recommend tinkering operations based on learned
materials chemistry and makes it useful for materials doping. Combined with the
TCSP crysal structure prediction algorithm, We have applied our model to
discover a set of new materials as validated using DFT calculations. Our work
thus brings the unsupervised transformer language models based generative
artificial intelligence to inorganic materials. A user-friendly web app has
been developed for computational materials doping and can be accessed freely at
\url{www.materialsatlas.org/blmtinker}.",2022-04-25,2022,2022-04,chemistry
"Multimodal Transformer-based Model for Buchwald-Hartwig and
  Suzuki-Miyaura Reaction Yield Prediction","Predicting the yield percentage of a chemical reaction is useful in many
aspects such as reducing wet-lab experimentation by giving the priority to the
reactions with a high predicted yield. In this work we investigated the use of
multiple type inputs to predict chemical reaction yield. We used simplified
molecular-input line-entry system (SMILES) as well as calculated chemical
descriptors as model inputs. The model consists of a pre-trained bidirectional
transformer-based encoder (BERT) and a multi-layer perceptron (MLP) with a
regression head to predict the yield. We experimented on two high throughput
experimentation (HTE) datasets for Buchwald-Hartwig and Suzuki-Miyaura
reactions. The experiments show improvements in the prediction on both datasets
compared to systems using only SMILES or chemical descriptors as input. We also
tested the model's performance on out-of-sample dataset splits of
Buchwald-Hartwig and achieved comparable results with the state-of-the-art. In
addition to predicting the yield, we demonstrated the model's ability to
suggest the optimum (highest yield) reaction conditions. The model was able to
suggest conditions that achieves 94% of the optimum reported yields. This
proves the model to be useful in achieving the best results in the wet lab
without expensive experimentation.",2022-04-27,2022,2022-04,chemistry
FAIR data enabling new horizons for materials research,"The prosperity and lifestyle of our society are very much governed by
achievements in condensed matter physics, chemistry and materials science,
because new products for sectors such as energy, the environment, health,
mobility and information technology (IT) rely largely on improved or even new
materials. Examples include solid-state lighting, touchscreens, batteries,
implants, drug delivery and many more. The enormous amount of research data
produced every day in these fields represents a gold mine of the twenty-first
century. This gold mine is, however, of little value if these data are not
comprehensively characterized and made available. How can we refine this
feedstock; that is, turn data into knowledge and value? For this, a FAIR
(findable, accessible, interoperable and reusable) data infrastructure is a
must. Only then can data be readily shared and explored using data analytics
and artificial intelligence (AI) methods. Making data 'findable and AI ready'
(a forward-looking interpretation of the acronym) will change the way in which
science is carried out today. In this Perspective, we discuss how we can
prepare to make this happen for the field of materials science.",2022-04-28,2022,2022-04,chemistry
